[     105ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:7201/@fs/Users/bytedance/Documents/upc/draw_xcl/drawnix/node_modules/.vite/apps/web/deps/react-dom_client.js?v=b8dcd0b8:20102
[  581193ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  585393ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  588518ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  592573ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  597214ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  602732ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  605317ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  609795ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  612392ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  614583ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  619253ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  623460ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  626460ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  631230ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  635764ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  638493ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  642184ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  646502ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  649904ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  653176ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  658521ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  664252ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  669417ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  675331ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  678332ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  682431ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  688258ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  691761ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  695762ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  699308ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  703643ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  709348ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  712657ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  717580ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  721944ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  724463ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  728487ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  733052ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  736288ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  741930ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  746804ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  750980ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  756073ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  760737ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  763630ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  764632ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  765636ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  766639ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  767642ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  768645ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  769650ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  770663ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  771683ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  772719ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  773764ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  774910ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  776035ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  777209ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  779430ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  781090ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  783295ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  785479ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  790728ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  794690ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  797633ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  800543ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  803346ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  806532ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  812341ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  815594ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  821400ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  826410ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  830833ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  833952ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  837081ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  839474ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  841495ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  847122ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
[  850127ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:7201/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:7201/@vite/client:991
